3637386.95;1835265.93;2.31
3637386.95;1835260.93;-0.13
3637386.95;1835255.93;-1.06
3637386.95;1835250.93;-1.69
3637386.95;1835245.93;-1.63
3637386.95;1835240.93;-1.38
3637386.95;1835235.93;-1.75
3637386.95;1835230.93;-2.13
3637386.95;1835225.93;-1.19
3637386.95;1835220.93;-2.13
3637386.95;1835215.93;-0.31
3637386.95;1835210.93;-1.38
3637386.95;1835205.93;-0.75
3637386.95;1835195.93;-1.25
3637386.95;1835185.93;-0.88
3637386.95;1835175.93;-0.56
3637386.95;1835165.93;-1.06
3637623.44;1835265.93;1.13
3637623.44;1835260.93;-0.25
3637623.44;1835255.93;0
3637623.44;1835250.93;-0.88
3637623.44;1835245.93;-0.38
3637623.44;1835240.93;-0.63
3637623.44;1835235.93;-0.31
3637623.44;1835230.93;-0.06
3637623.44;1835225.93;-0.5
3637623.44;1835220.93;-0.38
3637623.44;1835215.93;0.5
3637623.44;1835210.93;-0.88
3637623.44;1835205.93;-0.63
3637623.44;1835195.93;-0.19
3637623.44;1835185.93;-0.44
3637623.44;1835175.93;-0.5
3637623.44;1835165.93;-0.81
3637830.65;1835265.93;1.88
3637830.65;1835260.93;1.63
3637830.65;1835255.93;0.19
3637830.65;1835250.93;-0.06
3637830.65;1835245.93;-0.69
3637830.65;1835240.93;-0.75
3637830.65;1835235.93;-0.56
3637830.65;1835230.93;-1.56
3637830.65;1835225.93;-0.38
3637830.65;1835220.93;-1.88
3637830.65;1835215.93;-1.88
3637830.65;1835210.93;-1.06
3637830.65;1835205.93;-1.44
3637830.65;1835195.93;-1.5
3637830.65;1835185.93;-1.25
3637830.65;1835175.93;-1.25
3637830.65;1835165.93;-1.06
3637950.17;1835265.93;-0.19
3637950.17;1835260.93;-0.19
3637950.17;1835255.93;-0.06
3637950.17;1835250.93;-0.13
3637950.17;1835245.93;-0.69
3637950.17;1835240.93;-0.56
3637950.17;1835235.93;-0.69
3637950.17;1835230.93;-0.94
3637950.17;1835225.93;-0.94
3637950.17;1835220.93;-0.88
3637950.17;1835215.93;-1.13
3637950.17;1835210.93;-1
3637950.17;1835205.93;-1.81
3637950.17;1835195.93;-1.25
3637950.17;1835185.93;-1.19
3637950.17;1835175.93;-1
3637950.17;1835165.93;-0.69
3638190.89;1835265.93;-0.13
3638190.89;1835260.93;-0.75
3638190.89;1835255.93;-0.13
3638190.89;1835250.93;-0.19
3638190.89;1835245.93;-0.5
3638190.89;1835240.93;-0.38
3638190.89;1835235.93;-1.06
3638190.89;1835230.93;-0.44
3638190.89;1835225.93;-0.88
3638190.89;1835220.93;-1.06
3638190.89;1835215.93;-1.38
3638190.89;1835210.93;-1.19
3638190.89;1835205.93;-0.81
3638190.89;1835195.93;-1.69
3638190.89;1835185.93;-1.31
3638190.89;1835175.93;-1.25
3638190.89;1835165.93;-1.06
3638278.29;1835265.93;-0.88
3638278.29;1835260.93;0
3638278.29;1835255.93;-0.44
3638278.29;1835250.93;-0.94
3638278.29;1835245.93;-1.25
3638278.29;1835240.93;-0.75
3638278.29;1835235.93;-1.25
3638278.29;1835230.93;-1.63
3638278.29;1835225.93;-1.63
3638278.29;1835220.93;-1.81
3638278.29;1835215.93;-1.94
3638278.29;1835210.93;-2.13
3638278.29;1835205.93;-2
3638278.29;1835195.93;-2.13
3638278.29;1835185.93;-2
3638278.29;1835175.93;-2.44
3638278.29;1835165.93;-2.13
3638389.6;1835265.93;0.19
3638389.6;1835260.93;-0.19
3638389.6;1835255.93;-0.13
3638389.6;1835250.93;-0.31
3638389.6;1835245.93;-0.19
3638389.6;1835240.93;-0.31
3638389.6;1835235.93;-0.44
3638389.6;1835230.93;-0.94
3638389.6;1835225.93;-0.69
3638389.6;1835220.93;-0.63
3638389.6;1835215.93;-2.44
3638389.6;1835210.93;-1.31
3638389.6;1835205.93;-1.88
3638389.6;1835195.93;-1.31
3638389.6;1835185.93;-1.38
3638389.6;1835175.93;-1.94
3638389.6;1835165.93;-1.44
3638629.5;1835265.93;8.38
3638629.5;1835260.93;4.44
3638629.5;1835255.93;0.19
3638629.5;1835250.93;-0.19
3638629.5;1835245.93;-0.56
3638629.5;1835240.93;-0.88
3638629.5;1835235.93;-0.88
3638629.5;1835230.93;-0.94
3638629.5;1835225.93;-1.31
3638629.5;1835220.93;-1
3638629.5;1835215.93;-1.13
3638629.5;1835210.93;-1.25
3638629.5;1835205.93;-1.63
3638629.5;1835195.93;-1.75
3638629.5;1835185.93;-1.63
3638629.5;1835175.93;-1.56
3638629.5;1835165.93;-2.13
3638629.5;1835135.93;0
3638629.5;1835115.93;0
3638723.95;1835265.93;7.75
3638723.95;1835260.93;2.75
3638723.95;1835255.93;0.19
3638723.95;1835250.93;-1.31
3638723.95;1835245.93;-1.5
3638723.95;1835240.93;-1.13
3638723.95;1835235.93;-1.44
3638723.95;1835230.93;-1.81
3638723.95;1835225.93;-1.69
3638723.95;1835220.93;-1.81
3638723.95;1835215.93;-1.94
3638723.95;1835210.93;-2.06
3638723.95;1835205.93;-1.81
3638723.95;1835195.93;-1.94
3638723.95;1835185.93;-2.19
3638723.95;1835175.93;-1.75
3638723.95;1835165.93;-2.5
3638723.95;1835135.93;0
3638723.95;1835115.93;0
3638868.03;1835265.93;7.81
3638868.03;1835260.93;3.75
3638868.03;1835255.93;0.38
3638868.03;1835250.93;-1.06
3638868.03;1835245.93;-1.44
3638868.03;1835240.93;-2.13
3638868.03;1835235.93;-1.13
3638868.03;1835230.93;-1.5
3638868.03;1835225.93;-1.69
3638868.03;1835220.93;-1.63
3638868.03;1835215.93;-2.75
3638868.03;1835210.93;-2.19
3638868.03;1835205.93;-2.19
3638868.03;1835195.93;-1.44
3638868.03;1835185.93;-2
3638868.03;1835175.93;-1.88
3638868.03;1835165.93;-2.25
3638868.03;1835135.93;0
3638868.03;1835115.93;0
3639010.74;1835265.93;9.63
3639010.74;1835260.93;5.44
3639010.74;1835255.93;1.56
3639010.74;1835250.93;-1.19
3639010.74;1835245.93;-1.56
3639010.74;1835240.93;-1.44
3639010.74;1835235.93;-1.5
3639010.74;1835230.93;-1.63
3639010.74;1835225.93;-1.94
3639010.74;1835220.93;-3.13
3639010.74;1835215.93;-2
3639010.74;1835210.93;-1.88
3639010.74;1835205.93;-2.38
3639010.74;1835195.93;-1.88
3639010.74;1835185.93;-2.5
3639010.74;1835175.93;-1.81
3639010.74;1835165.93;-2.5
3639010.74;1835135.93;0
3639010.74;1835115.93;0
3639128.23;1835265.93;9.44
3639128.23;1835260.93;6.25
3639128.23;1835255.93;2.06
3639128.23;1835250.93;0.5
3639128.23;1835245.93;-0.63
3639128.23;1835240.93;-1.25
3639128.23;1835235.93;-1
3639128.23;1835230.93;-1.25
3639128.23;1835225.93;-0.63
3639128.23;1835220.93;-2
3639128.23;1835215.93;-1.75
3639128.23;1835210.93;-1.94
3639128.23;1835205.93;-1.44
3639128.23;1835195.93;-2.38
3639128.23;1835185.93;-1.44
3639128.23;1835175.93;-1.63
3639128.23;1835165.93;-1.44
3639248.12;1835265.93;8.25
3639248.12;1835260.93;4.94
3639248.12;1835255.93;1.44
3639248.12;1835250.93;0.25
3639248.12;1835245.93;-0.5
3639248.12;1835240.93;0.25
3639248.12;1835235.93;-1.25
3639248.12;1835230.93;-0.5
3639248.12;1835225.93;-0.69
3639248.12;1835220.93;-0.94
3639248.12;1835215.93;-0.38
3639248.12;1835210.93;-1.13
3639248.12;1835205.93;-1.38
3639248.12;1835195.93;-1.13
3639248.12;1835185.93;-1.38
3639248.12;1835175.93;-1.25
3639248.12;1835165.93;-1.19
3639343.06;1835265.93;7.94
3639343.06;1835260.93;4.69
3639343.06;1835255.93;1.56
3639343.06;1835250.93;-0.25
3639343.06;1835245.93;-0.38
3639343.06;1835240.93;-0.5
3639343.06;1835235.93;-1.19
3639343.06;1835230.93;-0.94
3639343.06;1835225.93;-0.13
3639343.06;1835220.93;-1.06
3639343.06;1835215.93;-0.75
3639343.06;1835210.93;-1.06
3639343.06;1835205.93;-1.63
3639343.06;1835195.93;-1.31
3639343.06;1835185.93;-1.06
3639343.06;1835175.93;-1.56
3639343.06;1835165.93;-0.94
3639343.06;1835135.93;0
3639343.06;1835115.93;0
3639463.09;1835265.93;9
3639463.09;1835260.93;6.38
3639463.09;1835255.93;1.94
3639463.09;1835250.93;-0.25
3639463.09;1835245.93;-0.88
3639463.09;1835240.93;-1.06
3639463.09;1835235.93;-0.44
3639463.09;1835230.93;-1.44
